scientific_name	AphiaID	Match type	ScientificName	Authority	status	AphiaID_accepted	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies
Emiliania huxleyi	115104	exact	Emiliania huxleyi	(Lohmann) W.W.Hay & H.P.Mohler, 1967	accepted	115104	Emiliania huxleyi	(Lohmann) W.W.Hay & H.P.Mohler, 1967	Chromista	Haptophyta	Coccolithophyceae	Isochrysidales	Noelaerhabdaceae	Emiliania		huxleyi	
Unidentified coccolithophyceaen sp.																	
Nostoc sp.	393172	exact	Nostoc	Vaucher ex Bornet & Flahault, 1886	accepted	393172	Nostoc	Vaucher ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc			
Chaetoceros curvisetus	149221	exact	Chaetoceros curvisetus	Cleve, 1889	accepted	149221	Chaetoceros curvisetus	Cleve, 1889	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		curvisetus	
Stanieria sp.	147157	exact	Stanieria	Komárek & Anagnostidis, 1986	accepted	147157	Stanieria	Komárek & Anagnostidis, 1986	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Pleurocapsaceae	Stanieria			
Euastrum ruzickae	1339250	exact	Euastrum ruzickae	Van Westen, 2015	accepted	1339250	Euastrum ruzickae	Van Westen, 2015	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Euastrum		ruzickae	
Gephyrocapsa oceanica	235955	exact	Gephyrocapsa oceanica	Kamptner, 1943	accepted	235955	Gephyrocapsa oceanica	Kamptner, 1943	Chromista	Haptophyta	Coccolithophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa		oceanica	
Peridinium volzii	110197	exact	Peridinium volzii	Lemmermann, 1906	accepted	110197	Peridinium volzii	Lemmermann, 1906	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium		volzii	
Staurodesmus cf. patens	609279	exact	Staurodesmus patens	(Nordstedt) Croasdale, 1957	accepted	609279	Staurodesmus patens	(Nordstedt) Croasdale, 1957	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Staurodesmus		patens	
Prorocentrum sp.	109566	exact	Prorocentrum	Ehrenberg, 1834	accepted	109566	Prorocentrum	Ehrenberg, 1834	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum			
Chroomonas sp.	106281	exact	Chroomonas	Hansgirg, 1885	accepted	106281	Chroomonas	Hansgirg, 1885	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Hemiselmidaceae	Chroomonas			
Karlodinium veneficum	233037	exact	Karlodinium veneficum	(D.Ballantine) J.Larsen, 2000	accepted	233037	Karlodinium veneficum	(D.Ballantine) J.Larsen, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium		veneficum	
Tetradesmus lagerheimii	1289276	exact	Tetradesmus lagerheimii	M.J.Wynne & Guiry, 2016	accepted	1289276	Tetradesmus lagerheimii	M.J.Wynne & Guiry, 2016	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus		lagerheimii	
Pseudopediastrum boryanum	621601	exact	Pseudopediastrum boryanum	(Turpin) E.Hegewald, 2005	accepted	621601	Pseudopediastrum boryanum	(Turpin) E.Hegewald, 2005	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pseudopediastrum		boryanum	
Chaetoceros holsaticus	163063	exact	Chaetoceros holsaticus	F.Schütt, 1895	accepted	163063	Chaetoceros holsaticus	F.Schütt, 1895	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		holsaticus	
Chaetoceros fallax	163166	exact	Chaetoceros fallax	Prosckina-Lavrenko, 1955	unassessed	163166	Chaetoceros fallax	Prosckina-Lavrenko, 1955	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		fallax	
Chaetoceros salsugineus	621740	near_1	Chaetoceros salsugineum	Takano, 1983	unassessed	621740	Chaetoceros salsugineum	Takano, 1983	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		salsugineum	
Chaetoceros furcellatus	149624	exact	Chaetoceros furcellatus	Yendo, 1911	unassessed	149624	Chaetoceros furcellatus	Yendo, 1911	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		furcellatus	
Chaetoceros lorenzianus	156617	exact	Chaetoceros lorenzianus	Grunow, 1863	accepted	156617	Chaetoceros lorenzianus	Grunow, 1863	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		lorenzianus	
Chaetoceros socialis	149123	exact	Chaetoceros socialis	H.S.Lauder, 1864	accepted	149123	Chaetoceros socialis	H.S.Lauder, 1864	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		socialis	
Chaetoceros peruvianus	178185	exact	Chaetoceros peruvianus	Brightwell, 1856	accepted	178185	Chaetoceros peruvianus	Brightwell, 1856	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		peruvianus	
Ulvella parasitica	732256	exact	Ulvella parasitica	(Oltmanns) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	accepted	732256	Ulvella parasitica	(Oltmanns) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		parasitica	
Ulvella ramosa	838145	exact	Ulvella ramosa	(N.L.Gardner) R.Nielsen, C.J.O'Kelly & B. Wysor, 2013	accepted	838145	Ulvella ramosa	(N.L.Gardner) R.Nielsen, C.J.O'Kelly & B. Wysor, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		ramosa	
Ulvella repens	732257	exact	Ulvella repens	(Pringsheim) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	accepted	732257	Ulvella repens	(Pringsheim) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		repens	
Entoderma reticulata	668010	exact	Entoderma reticulata	Printz, 1926	unaccepted	838151	Ulvella reticulata	(Printz) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Entoderma		reticulata	
Ulvella witrockii	732245	phonetic	Ulvella wittrockii	(Wille) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	accepted	732245	Ulvella wittrockii	(Wille) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		wittrockii	
Ulvella aequicrassa	838115	exact	Ulvella aequicrassa	R.Nielsen, 2013	accepted	838115	Ulvella aequicrassa	R.Nielsen, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		aequicrassa	
Ulvella gigas	838117	exact	Ulvella gigas	R.Nielsen, 2013	accepted	838117	Ulvella gigas	R.Nielsen, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		gigas	
Ulvella glabra	838118	exact	Ulvella glabra	R.Nielsen, 2013	accepted	838118	Ulvella glabra	R.Nielsen, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		glabra	
Ulvella inopinata	838122	exact	Ulvella inopinata	R.Nielsen, 2013	accepted	838122	Ulvella inopinata	R.Nielsen, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		inopinata	
Ulvella pachypes	838128	exact	Ulvella pachypes	R.Nielsen, 2013	accepted	838128	Ulvella pachypes	R.Nielsen, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		pachypes	
Pseudodictyon porphyrae	844681	exact	Pseudodictyon porphyrae	Feldmann, 1931	unaccepted	838144	Ulvella porphyrae	(Feldmann) R.Nielsen, C.J.O'Kelly & B. Wysor, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Pseudodictyon		porphyrae	
Ulvella pseudorepens	838129	exact	Ulvella pseudorepens	R.Nielsen, 2013	accepted	838129	Ulvella pseudorepens	R.Nielsen, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		pseudorepens	
Ulvella setchellii	144888	exact	Ulvella setchellii	P.J.L.Dangeard, 1931	accepted	144888	Ulvella setchellii	P.J.L.Dangeard, 1931	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		setchellii	
Ulvella sp.	143942	exact	Ulvella	P.L.Crouan & H.M.Crouan, 1859	accepted	143942	Ulvella	P.L.Crouan & H.M.Crouan, 1859	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella			
Epicladia testarum	146011	exact	Epicladia testarum	(Kylin) R.Nielsen, 1980	unaccepted	838154	Ulvella testarum	(Kylin) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Epicladia		testarum	
Ulvella vacuospora	838130	exact	Ulvella vacuospora	R.Nielsen, 2013	accepted	838130	Ulvella vacuospora	R.Nielsen, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		vacuospora	
Ulvella waernii	838131	exact	Ulvella waernii	R.Nielsen, 2013	accepted	838131	Ulvella waernii	R.Nielsen, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		waernii	
Ulvella dasycala	838116	exact	Ulvella dasycala	R.Nielsen, 2013	accepted	838116	Ulvella dasycala	R.Nielsen, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		dasycala	
Ulvella marchantiae	732254	exact	Ulvella marchantiae	(Setchell & N.L.Gardner) R.Nielsen, C.J.O'Kelly & B Wysor, 2013	accepted	732254	Ulvella marchantiae	(Setchell & N.L.Gardner) R.Nielsen, C.J.O'Kelly & B Wysor, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella		marchantiae	
Ruthnielsenia tenuis	376497	exact	Ruthnielsenia tenuis	(Kylin) C.J.O'Kelly, B.Wynsor & W.K.Bellows, 2004	accepted	376497	Ruthnielsenia tenuis	(Kylin) C.J.O'Kelly, B.Wynsor & W.K.Bellows, 2004	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ruthnielsenia		tenuis	
Gomontia polyrhiza	144903	exact	Gomontia polyrhiza	(Lagerheim) Bornet & Flahault, 1888	accepted	144903	Gomontia polyrhiza	(Lagerheim) Bornet & Flahault, 1888	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Gomontiaceae	Gomontia		polyrhiza	
Phaeophila ramulosa	371089	exact	Phaeophila ramulosa	(L.Moewus) R.Nielsen, 1972	unaccepted	732332	Ulvella ramulosa	(L.Moewus) R.Nielsen, C.J.O'Kelly & B. Wysor, 2013	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Phaeophilaceae	Phaeophila		ramulosa	
unident. desmid sp.																	
Peridinium cinctum	110183	exact	Peridinium cinctum	(O.F.Müller) Ehrenberg, 1832	accepted	110183	Peridinium cinctum	(O.F.Müller) Ehrenberg, 1832	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium		cinctum	
Micrasterias thomasiana var.notata																	
Desmodesmus serratus	612513	exact	Desmodesmus serratus	(Corda) S.S.An, Friedl & E.Hegewald, 1999	accepted	612513	Desmodesmus serratus	(Corda) S.S.An, Friedl & E.Hegewald, 1999	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus		serratus	
Hyalotheca dissiliens var.minor																	
Hemidinium nasutum	109891	exact	Hemidinium nasutum	F.Stein, 1878	accepted	109891	Hemidinium nasutum	F.Stein, 1878	Chromista	Myzozoa	Dinophyceae	Suessiales	Hemidiniaceae	Hemidinium		nasutum	
Epicladia perforans	146008	exact	Epicladia perforans	(Huber) R.Nielsen, 1980	accepted	146008	Epicladia perforans	(Huber) R.Nielsen, 1980	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Epicladia		perforans	
Phaeophila dendroides	145778	exact	Phaeophila dendroides	(P.Crouan & H.Crouan) Batters, 1902	accepted	145778	Phaeophila dendroides	(P.Crouan & H.Crouan) Batters, 1902	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Phaeophilaceae	Phaeophila		dendroides	
Bolbocoleon piliferum	144865	exact	Bolbocoleon piliferum	Pringsheim, 1862	accepted	144865	Bolbocoleon piliferum	Pringsheim, 1862	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Bolbocoleonaceae	Bolbocoleon		piliferum	
Tellamia contorta	144884	exact	Tellamia contorta	Batters, 1895	accepted	144884	Tellamia contorta	Batters, 1895	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Kornmanniaceae	Tellamia		contorta	
Pseudendoclonium dynamenae	156367	exact	Pseudendoclonium dynamenae	R.Nielsen, 1985	accepted	156367	Pseudendoclonium dynamenae	R.Nielsen, 1985	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Kornmanniaceae	Pseudendoclonium		dynamenae	
Ovillaria catenata	613385	exact	Ovillaria catenata	R.Nielsen, 1988	accepted	613385	Ovillaria catenata	R.Nielsen, 1988	Plantae	Chlorophyta	Chlorophyta incertae sedis			Ovillaria		catenata	
Epicladia phillipsii	146009	exact	Epicladia phillipsii	(Batters) R.Nielsen, 1985	accepted	146009	Epicladia phillipsii	(Batters) R.Nielsen, 1985	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Epicladia		phillipsii	
Epicladia flustrae	146005	exact	Epicladia flustrae	Reinke, 1889	accepted	146005	Epicladia flustrae	Reinke, 1889	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Epicladia		flustrae	
Pseudendoclonium submarinum	144879	exact	Pseudendoclonium submarinum	Wille, 1901	accepted	144879	Pseudendoclonium submarinum	Wille, 1901	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Kornmanniaceae	Pseudendoclonium		submarinum	
Ochlochaete hystrix	146012	exact	Ochlochaete hystrix	Thwaites, 1849	accepted	146012	Ochlochaete hystrix	Thwaites, 1849	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ochlochaete		hystrix	
Neostromatella monostromatica	840291	exact	Neostromatella monostromatica	M.J.Wynne, G.Furnari & R.Nielsen, 2014	accepted	840291	Neostromatella monostromatica	M.J.Wynne, G.Furnari & R.Nielsen, 2014	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Kornmanniaceae	Neostromatella		monostromatica	
Ulvella parasitica f. zosterae																	
Pseudendoclonium fucicola	156368	exact	Pseudendoclonium fucicola	(Rosenvinge) R.Nielsen, 1980	accepted	156368	Pseudendoclonium fucicola	(Rosenvinge) R.Nielsen, 1980	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Kornmanniaceae	Pseudendoclonium		fucicola	
Mougeotia sp.	248137	exact	Mougeotia	C.Agardh, 1824	accepted	248137	Mougeotia	C.Agardh, 1824	Plantae	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Mougeotia			
Nephroselmis sp.	134524	exact	Nephroselmis	F.Stein, 1878	accepted	134524	Nephroselmis	F.Stein, 1878	Plantae	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	Nephroselmis			
Xanthidium antilopaeum	577683	exact	Xanthidium antilopaeum	Kützing, 1849	accepted	577683	Xanthidium antilopaeum	Kützing, 1849	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Xanthidium		antilopaeum	
Mallomonas kalinae	623020	exact	Mallomonas kalinae	Rezácova, 2006	accepted	623020	Mallomonas kalinae	Rezácova, 2006	Chromista	Ochrophyta	Chrysophyceae	Synurales	Mallomonadaceae	Mallomonas		kalinae	
Chlorokybus sp.	601129	exact	Chlorokybus	Geitler, 1942	accepted	601129	Chlorokybus	Geitler, 1942	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Klebsormidiaceae	Chlorokybus			
Botryococcus sp.	248103	exact	Botryococcus	Kützing, 1849	accepted	248103	Botryococcus	Kützing, 1849	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Botryococcaceae	Botryococcus			
Ophiocytium sp.	577733	exact	Ophiocytium	Nägeli, 1849	accepted	577733	Ophiocytium	Nägeli, 1849	Chromista	Ochrophyta	Xanthophyceae	Mischococcales	Ophiocytiaceae	Ophiocytium			
Dermatochrysis sp.	600996	exact	Dermatochrysis	Entwisle & R.A.Andersen, 1990	accepted	600996	Dermatochrysis	Entwisle & R.A.Andersen, 1990	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Chrysocapsaceae	Dermatochrysis			
Ochromonas moestrupii	625976	exact	Ochromonas moestrupii	R.A.Andersen, 2011	unaccepted	1306051	Melkoniania moestrupii	(R.A.andersen) R.A.Andersen, 2017	Chromista	Ochrophyta	Chrysophyceae	Ochromonadales	Ochromonadaceae	Ochromonas		moestrupii	
Gloeochrysis sp.	600997	exact	Gloeochrysis	Pascher, 1925	accepted	600997	Gloeochrysis	Pascher, 1925	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Chrysocapsaceae	Gloeochrysis			
Eudorina sp.	390664	exact	Eudorina	Ehrenberg, 1832	accepted	390664	Eudorina	Ehrenberg, 1832	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Eudorina			
Parvodinium inconspicuum	838487	exact	Parvodinium inconspicuum	(Lemmermann) Carty, 2008	accepted	838487	Parvodinium inconspicuum	(Lemmermann) Carty, 2008	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Parvodinium		inconspicuum	
Chaetoceros tortissimus	163161	exact	Chaetoceros tortissimus	Gran, 1900	unassessed	163161	Chaetoceros tortissimus	Gran, 1900	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		tortissimus	
Chaetoceros laciniosus	149228	exact	Chaetoceros laciniosus	F.Schütt, 1895	accepted	149228	Chaetoceros laciniosus	F.Schütt, 1895	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		laciniosus	
Chaetoceros gelidus	839985	exact	Chaetoceros gelidus	Chamnansinp, Li, Lundholm & Moestrup, 2013	accepted	839985	Chaetoceros gelidus	Chamnansinp, Li, Lundholm & Moestrup, 2013	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		gelidus	
Chaetoceros tenuissimus	156623	exact	Chaetoceros tenuissimus	Meunier, 1913	accepted	156623	Chaetoceros tenuissimus	Meunier, 1913	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		tenuissimus	
Chaetoceros decipiens	149126	exact	Chaetoceros decipiens	Cleve, 1873	accepted	149126	Chaetoceros decipiens	Cleve, 1873	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		decipiens	
Chaetoceros subtilis	156621	exact	Chaetoceros subtilis	Cleve, 1896	accepted	156621	Chaetoceros subtilis	Cleve, 1896	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		subtilis	
Chlorella vulgaris	532029	exact	Chlorella vulgaris	Beyerinck [Beijerinck], 1890	accepted	532029	Chlorella vulgaris	Beyerinck [Beijerinck], 1890	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella		vulgaris	
Chrysamoeba sp.	345461	exact	Chrysamoeba	Klebs, 1892	accepted	345461	Chrysamoeba	Klebs, 1892	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Chrysamoebaceae	Chrysamoeba			
Pseudochattonella farcimen	531467	exact	Pseudochattonella farcimen	(Eikrem, Edvardsen & J.Throndsen) Eichrem, 2009	accepted	531467	Pseudochattonella farcimen	(Eikrem, Edvardsen & J.Throndsen) Eichrem, 2009	Chromista	Ochrophyta	Dictyochophyceae	Florenciellales	Florenciellales incertae sedis	Pseudochattonella		farcimen	
Coolia monotis	110130	exact	Coolia monotis	Meunier, 1919	accepted	110130	Coolia monotis	Meunier, 1919	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Coolia		monotis	
Pentapharsodinium tyrrhenicum	233820	exact	Pentapharsodinium tyrrhenicum	(Balech) Montresor, Zingone & Marino, 1993	accepted	233820	Pentapharsodinium tyrrhenicum	(Balech) Montresor, Zingone & Marino, 1993	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium		tyrrhenicum	
Tetradesmus obliquus	1359367	exact	Tetradesmus obliquus	(Turpin) M.J.Wynne, 2016	accepted	1359367	Tetradesmus obliquus	(Turpin) M.J.Wynne, 2016	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus		obliquus	
Peridinium bipes	110181	exact	Peridinium bipes	F.Stein, 1883	accepted	110181	Peridinium bipes	F.Stein, 1883	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium		bipes	
Dunaliella salina	178972	exact	Dunaliella salina	(Dunal) Teodoresco, 1905	accepted	178972	Dunaliella salina	(Dunal) Teodoresco, 1905	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Dunaliellaceae	Dunaliella		salina	
Gonyostomum semen	375674	exact	Gonyostomum semen	(Ehrenberg) Diesing, 1866	accepted	375674	Gonyostomum semen	(Ehrenberg) Diesing, 1866	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Gonyostomum		semen	
Pseudoisochrysis paradoxa	658407	exact	Pseudoisochrysis paradoxa	F.D.Ott	accepted	658407	Pseudoisochrysis paradoxa	F.D.Ott	Chromista	Haptophyta	Coccolithophyceae	Isochrysidales	Isochrysidaceae	Pseudoisochrysis		paradoxa	
Nannochloropsis sp.	345489	exact	Nannochloropsis	D.J.Hibberd, 1981	accepted	345489	Nannochloropsis	D.J.Hibberd, 1981	Chromista	Ochrophyta	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis			
Phormidium sp.	146690	exact	Phormidium	Kützing ex Gomont, 1892	accepted	146690	Phormidium	Kützing ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium			
Aulacoseira granulata	148961	exact	Aulacoseira granulata	(Ehrenberg) Simonsen, 1979	accepted	148961	Aulacoseira granulata	(Ehrenberg) Simonsen, 1979	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira		granulata	
Desmidium aptogonum	608950	exact	Desmidium aptogonum	Brébisson ex Kützing, 1849	accepted	608950	Desmidium aptogonum	Brébisson ex Kützing, 1849	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Desmidium		aptogonum	
Monoraphidium sp.	160590	exact	Monoraphidium	Komárková-Legnerová, 1969	accepted	160590	Monoraphidium	Komárková-Legnerová, 1969	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium			
Prasinophyte sp.																	
Staurastrum leptocladum var. cornutum	670977	exact	Staurastrum leptocladum var. cornutum	Wille, 1884	accepted	670977	Staurastrum leptocladum var. cornutum	Wille, 1884	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Staurastrum		leptocladum	
Rhinomonas nottbecki																	
Microthamnion kuetzingianum	373972	exact	Microthamnion kuetzingianum	Nägeli ex Kützing, 1849	accepted	373972	Microthamnion kuetzingianum	Nägeli ex Kützing, 1849	Plantae	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniaceae	Microthamnion		kuetzingianum	
Thalassiosira delicatula	555264	exact	Thalassiosira delicatula	Ostenfeld, 1908	unassessed	555264	Thalassiosira delicatula	Ostenfeld, 1908	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira		delicatula	
Actinoptychus senarius	148948	exact	Actinoptychus senarius	(Ehrenberg) Ehrenberg, 1843	unassessed	162810	Actinocyclus senarius	Ehrenberg, 1838	Chromista	Bacillariophyta	Bacillariophyceae	Coscinodiscales	Heliopeltaceae	Actinoptychus		senarius	
Thalassiosira allenii	573627	exact	Thalassiosira allenii	Takano, 1965	unassessed	573627	Thalassiosira allenii	Takano, 1965	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira		allenii	
Skeletonema tropicum	395044	exact	Skeletonema tropicum	Cleve, 1900	unassessed	395044	Skeletonema tropicum	Cleve, 1900	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema		tropicum	
Asterionellopsis glacialis	149139	exact	Asterionellopsis glacialis	(Castracane) Round, 1990	unassessed	148955	Asterionella glacialis	Castracane, 1886	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis		glacialis	
Selenastrum sp.	572081	exact	Selenastrum	Reinsch, 1867	accepted	572081	Selenastrum	Reinsch, 1867	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Selenastrum			
Nitzschia bizertensis	759283	exact	Nitzschia bizertensis	B.Smida, N.Lundholm, A.S.Hlaili & H.H.Mabrouk, 2014	accepted	759283	Nitzschia bizertensis	B.Smida, N.Lundholm, A.S.Hlaili & H.H.Mabrouk, 2014	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia		bizertensis	
Chroococcus sp.	146565	exact	Chroococcus	Nägeli, 1849	accepted	146565	Chroococcus	Nägeli, 1849	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chroococcus			
Cosmarium subprotromidum	608924	near_2	Cosmarium subprotumidum	Nordstedt, 1876	accepted	608924	Cosmarium subprotumidum	Nordstedt, 1876	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Cosmarium		subprotumidum	
Unident. Euglenophyte sp.																	
Trentepohlia sp.	600726	exact	Trentepohlia	Martius, 1817	accepted	600726	Trentepohlia	Martius, 1817	Plantae	Chlorophyta	Ulvophyceae	Trentepohliales	Trentepohliaceae	Trentepohlia			
Thalassiosira punctifera	708714	exact	Thalassiosira punctifera	(Grunow) Fryxell, Simonsen & Hasle, 1974	unassessed	679812	Coscinodiscus excentricus var. punctifera	Grunow, 1884	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira		punctifera	
Synedropsis hyperborea	573617	exact	Synedropsis hyperborea	(Grunow) G.R.Hasle, L.K.Medlin & E.E.Syvertsen, 1994	unassessed	978902	Synedra hyperborea var. hyperborea	Grunow, 1884	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedropsis		hyperborea	
Unident. Eustigmatotophyte sp.																	
